Draw,Date,WN1,WN2,WN3,WN4,WN5,WN6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
12/150,12/27/2012,4,7,29,39,44,47,23,,,4,2,2,0,1,1,2,0,0,4,558420,114,52480,183,9600,4606,640,5088,320,79510,40,47920082
12/149,12/25/2012,12,18,23,24,46,49,14,,,2,4,0,2,2,0,2,0,0,2,1364780,60,91750,150,9600,3683,640,3954,320,68150,40,42186989
12/148,12/23/2012,9,27,28,32,34,43,2,34,,3,3,1,0,2,2,1,0,0,1,1914840,49,104200,152,9600,3343,640,4573,320,61992,40,39934909
12/147,12/20/2012,4,12,25,34,36,40,49,,,1,5,1,1,1,3,0,0,0,2,752630,57,70420,131,9600,2723,640,3072,320,49874,40,31491290
12/146,12/18/2012,8,14,21,41,45,48,34,"21,41",,3,3,1,1,1,0,3,1,42704240,3,1109270,103,86570,227,9600,4669,640,6705,320,91405,40,65451595
12/145,12/15/2012,18,21,28,33,41,47,48,47,,4,2,0,1,2,1,2,0,0,1,2503600,67,99640,212,9600,4394,640,6182,320,82769,40,52735687
12/144,12/13/2012,6,9,29,31,42,47,14,42,,4,2,2,0,1,1,2,0,0,1,2292670,65,94780,169,9600,3965,640,5823,320,80067,40,48179351
12/143,12/11/2012,2,15,28,41,42,49,24,15,,3,3,1,1,1,0,3,0,0,0,0,54,109030,138,9600,2825,640,4325,320,58860,40,42677796
12/142,12/8/2012,15,22,30,33,34,47,38,,,3,3,0,1,2,2,1,0,0,0,0,40,100020,114,9600,2303,640,2828,320,45101,40,30118674
12/141,12/6/2012,1,6,38,41,43,45,48,,6,4,2,2,0,0,1,3,1,64521730,2,2265030,131,92560,335,9600,7457,640,10773,320,139750,40,92978025
12/140,12/4/2012,7,10,11,18,37,47,4,10,,4,2,2,2,0,1,1,0,0,9,314850,220,34340,603,9600,10126,640,14980,320,163864,40,82169646
12/139,12/1/2012,10,16,17,27,36,38,47,17,,2,4,1,2,1,2,0,0,0,8,337530,148,48680,245,9600,6737,640,6967,320,108771,40,61150819
12/138,11/29/2012,13,17,26,28,32,34,6,34,,2,4,0,2,2,2,0,0,0,3,656030,112,46850,357,9600,6697,640,9092,320,95365,40,53426139
12/137,11/27/2012,8,20,21,24,34,47,10,,,2,4,1,1,2,1,1,0,0,3,961850,51,126970,173,9600,3442,640,6634,320,71148,40,48969789
12/136,11/24/2012,2,3,4,15,23,40,13,,,3,3,3,1,1,1,0,0,0,1,1858410,70,70790,188,9600,3824,640,5785,320,73818,40,41976562
12/135,11/22/2012,9,22,26,30,44,49,31,,22,2,4,1,0,3,0,2,0,0,0,0,65,69130,145,9600,3856,640,4361,320,71418,40,37883911
12/134,11/20/2012,2,11,20,37,45,47,13,,20,4,2,1,2,0,1,2,0,0,2,1087860,70,62610,154,9600,3534,640,4339,320,58438,40,35963490
12/133,11/17/2012,7,12,24,39,43,48,30,48,,3,3,1,1,1,1,2,1,8000000,1,1508240,46,87430,94,9600,2224,640,3105,320,43778,40,29851038
12/132,11/15/2012,18,20,36,41,46,48,21,,,1,5,0,2,0,1,3,1,14238080,1,2079360,43,128950,91,9600,2489,640,3201,320,48351,40,38255531
12/131,11/13/2012,3,5,25,26,29,30,31,26,,4,2,2,0,4,0,0,0,0,2,943690,67,56760,151,9600,3351,640,3753,320,58688,40,32416894
12/130,11/11/2012,9,26,28,35,45,47,25,"26,47",,4,2,1,0,2,1,2,1,22664860,5,534420,62,103430,201,9600,3710,640,5872,320,74988,40,49622420
12/129,11/8/2012,15,26,31,37,44,47,43,37,,4,2,0,1,1,2,2,0,0,1,2128600,44,129000,119,9600,2693,640,3510,320,51881,40,40107495
12/128,11/6/2012,1,6,8,28,37,39,42,1,6,3,3,3,0,1,2,0,0,0,2,943930,85,44680,135,9600,4730,640,3640,320,76562,40,35041901
12/127,11/3/2012,1,12,33,36,46,48,41,,,2,4,1,1,0,2,2,1,65018000,2,2831250,134,84830,259,9600,7169,640,7660,320,134707,40,85234238
12/126,11/1/2012,15,18,24,28,34,42,2,"28,34",,1,5,0,2,2,1,1,0,0,1,3744370,101,98860,281,9600,5754,640,8800,320,111448,40,76083680
12/125,10/30/2012,1,20,28,30,34,40,19,"28,30,34",30,1,5,1,1,2,2,0,0,0,4,1051830,164,59860,362,9600,10043,640,9238,320,138560,40,84010751
12/124,10/27/2012,26,28,30,34,36,39,1,,,1,5,0,0,3,3,0,0,0,1,1994640,62,86200,117,9600,2681,640,3498,320,51618,40,38214207
12/123,10/25/2012,8,17,23,40,41,43,28,41,,4,2,1,1,1,1,2,0,0,0,0,21,208350,100,9600,2136,640,3250,320,44774,40,31802589
12/122,10/23/2012,11,28,29,41,45,47,21,,,5,1,0,1,2,0,3,1,71084710,2,2390550,151,84430,347,9600,7476,640,11210,320,142536,40,97094262
12/121,10/20/2012,4,19,31,34,37,44,6,4,,3,3,1,1,0,3,1,0,0,2,2578020,98,105760,238,9600,5467,640,7282,320,105007,40,75257369
12/120,10/18/2012,4,6,10,14,16,29,26,,,1,5,3,2,1,0,0,0,0,7,358200,168,39910,488,9600,7999,640,10467,320,125965,40,67706001
12/119,10/16/2012,9,17,27,35,39,44,40,,,5,1,1,1,1,2,1,0,0,4,845090,111,71380,221,9600,5611,640,6247,320,102652,40,62002507
12/118,10/13/2012,5,6,11,26,33,41,4,11,,4,2,2,1,1,1,1,1,57488940,3,1156780,167,55410,414,9600,8775,640,12267,320,153798,40,83493915
12/117,10/11/2012,1,3,11,18,40,46,35,,11,3,3,2,2,0,1,1,0,0,0,0,102,86680,278,9600,6235,640,7623,320,125351,40,71109958
12/116,10/9/2012,15,17,21,22,27,36,16,,,4,2,0,2,3,1,0,0,0,3,993630,113,58620,328,9600,6079,640,7525,320,106251,40,59056096
12/115,10/7/2012,1,10,12,13,29,47,9,12,,4,2,2,2,1,0,1,0,0,2,1214320,122,53080,456,9600,6288,640,13221,320,113577,40,64746580
12/114,10/2/2012,12,24,25,33,37,44,13,,,3,3,0,1,2,2,1,0,0,4,560520,71,74200,208,9600,3610,640,4974,320,61650,40,42104644
12/113,9/29/2012,2,8,16,17,20,26,32,17,,1,5,2,3,1,0,0,0,0,1,1483040,73,54390,213,9600,4326,640,4784,320,70765,40,37103767
12/112,9/27/2012,1,3,10,15,17,40,28,"1,17",,4,2,3,2,0,1,0,0,0,4,399340,56,66550,144,9600,3349,640,4869,320,62151,40,32970230
12/111,9/25/2012,1,4,17,20,28,32,47,,,2,4,2,2,1,1,0,3,3200000,3,619500,54,76480,126,9600,3253,640,3947,320,60321,40,33913347
12/110,9/22/2012,2,13,33,35,38,49,40,38,,4,2,1,1,0,3,1,3,49591870,12,1177230,505,71480,1092,9600,25343,640,30289,320,465997,40,285575400
12/109,9/18/2012,15,26,27,38,42,43,39,27,,3,3,0,1,2,1,2,0,0,4,1947100,325,64000,710,9600,17183,640,18299,320,271528,40,169597225
12/108,9/15/2012,6,7,18,21,27,48,42,48,,3,3,2,1,2,0,1,0,0,2,1054440,55,76680,144,9600,3396,640,3831,320,67592,40,35319525
12/107,9/13/2012,16,20,22,31,42,48,43,,,1,5,0,2,1,1,2,0,0,1,1641360,44,99470,93,9600,2112,640,2346,320,40674,40,30818456
12/106,9/11/2012,4,11,25,27,39,41,43,"4,27",11,5,1,1,1,2,1,1,1,46786070,1,3394430,117,77690,192,9600,6224,640,6085,320,107134,40,68381765
12/105,9/9/2012,4,7,12,15,27,34,37,,,3,3,2,2,1,1,0,0,0,4,612030,153,37450,339,9600,7769,640,9232,320,126055,40,59093685
12/104,9/6/2012,6,13,33,38,41,43,29,43,6,4,2,1,1,0,2,2,0,0,1,2309300,88,70370,180,9600,4440,640,5383,320,77709,40,48728398
12/103,9/4/2012,20,24,34,36,43,45,3,,,2,4,0,1,1,2,2,0,0,1,2434600,51,128560,112,9600,2772,640,4316,320,55990,40,45001750
12/102,9/1/2012,9,12,15,19,21,47,38,"15,21",,5,1,1,3,1,0,1,0,0,1,1623510,53,81680,142,9600,3259,640,4156,320,59690,40,35287432
12/101,8/30/2012,7,11,15,21,26,34,38,7,,4,2,1,2,2,1,0,0,0,1,1404380,60,62940,106,9600,2745,640,3222,320,52582,40,29993890
12/100,8/28/2012,7,17,24,29,47,49,45,"7,47",,5,1,1,1,2,0,2,1,13257260,1,1752420,92,50790,136,9600,4041,640,3972,320,69273,40,38465847
12/099,8/25/2012,3,7,21,22,38,47,27,47,,4,2,2,0,2,1,1,0,0,3,363060,81,35850,215,9600,3152,640,4619,320,50956,40,28836441
12/098,8/23/2012,13,15,25,28,45,47,5,,,5,1,0,2,2,0,2,2,17176790,2,1532880,71,86970,439,9600,4163,640,10180,320,76705,40,55637856
12/097,8/21/2012,1,7,12,17,36,38,48,7,,3,3,2,2,0,2,0,0,0,1,2033470,73,74790,244,9600,5386,640,5969,320,97968,40,49102118
12/096,8/18/2012,7,10,22,32,34,48,45,34,,1,5,2,0,1,2,1,0,0,0,0,60,83250,154,9600,3721,640,4063,320,72253,40,40312266
12/095,8/16/2012,5,6,13,19,23,34,8,"13,34",,4,2,2,2,1,1,0,0,0,2,929850,70,53440,244,9600,3466,640,6862,320,60512,40,35900184
12/094,8/14/2012,2,13,16,34,37,47,28,,,3,3,1,2,0,2,1,0,0,0,0,34,133550,118,9600,2183,640,3560,320,45033,40,32891775
12/093,8/11/2012,5,11,12,31,41,42,16,42,11,4,2,1,2,0,1,2,1,12432540,5,328330,58,67930,154,9600,3860,640,3730,320,62693,40,34202309
12/092,8/9/2012,10,13,20,22,42,46,48,"13,46",,1,5,1,2,1,0,2,0,0,1,1459420,36,108100,138,9600,2522,640,3392,320,49847,40,30943057
12/091,8/7/2012,2,9,13,40,44,46,10,,,2,4,2,1,0,1,2,1,8000000,3,507320,72,47300,289,9600,3414,640,7101,320,54123,40,34598377
12/090,8/4/2012,8,15,20,41,42,49,12,49,,3,3,1,2,0,0,3,1,13465570,0,0,47,104470,110,9600,2166,640,3920,320,48804,40,35176642
12/089,8/2/2012,9,11,12,22,28,49,7,,,3,3,1,2,2,0,1,0,0,2,439320,101,23190,482,9600,5126,640,10547,320,77290,40,29800817
12/088,7/31/2012,2,10,16,23,35,47,1,,,3,3,2,1,1,1,1,3,17154580,6,747980,136,87990,354,9600,7452,640,11011,320,136717,40,92663222
12/087,7/28/2012,18,25,38,40,44,45,5,44,,2,4,0,1,1,2,2,0,0,0,0,42,126930,159,9600,2507,640,4614,320,49500,40,39306513
12/086,7/26/2012,9,11,13,22,24,44,32,"11,22",,3,3,1,2,2,0,1,0,0,1,1340470,100,35740,177,9600,4742,640,4880,320,74816,40,35385209
12/085,7/24/2012,10,11,15,22,23,45,31,"23,45",,4,2,1,2,2,0,1,0,0,1,1346060,50,72510,104,9600,2967,640,3593,320,52869,40,29671737
12/084,7/21/2012,7,19,23,30,34,45,13,"30,34",,4,2,1,1,2,1,1,1,34938270,3,979700,62,105340,214,9600,4058,640,6001,320,78382,40,51194492
12/083,7/19/2012,9,20,30,34,35,46,29,30,,2,4,1,1,1,2,1,0,0,1,2415830,52,123880,175,9600,3465,640,5879,320,68117,40,48520746
12/082,7/17/2012,8,11,17,24,30,49,3,24,17,3,3,1,2,2,0,1,0,0,4,454980,82,59180,347,9600,4485,640,8314,320,80793,40,47079659
12/081,7/14/2012,2,6,16,24,41,46,27,2,,1,5,2,1,1,0,2,0,0,0,0,46,100850,111,9600,2745,640,3197,320,50931,40,34229212
12/080,7/12/2012,2,13,33,39,40,44,43,13,,3,3,1,1,0,3,1,0,0,1,1659680,37,121250,82,9600,1951,640,2841,320,39329,40,30882410
12/079,7/10/2012,4,7,13,28,36,49,3,4,,3,3,2,1,1,1,1,1,32054460,4,643140,153,39230,332,9600,6569,640,9647,320,109348,40,58042219
12/078,7/7/2012,1,4,5,22,44,46,37,,,2,4,3,0,1,0,2,0,0,1,2075190,98,56750,151,9600,4652,640,4902,320,86655,40,45674602
12/077,7/5/2012,2,3,11,24,26,27,44,,,3,3,2,1,3,0,0,0,0,1,1905940,127,40170,121,9600,5102,640,4065,320,83512,40,42640598
12/076,7/3/2012,6,10,12,14,31,38,20,10,,1,5,2,2,0,2,0,0,0,2,1034790,74,56310,213,9600,4045,640,5603,320,71105,40,38214283
12/075,6/30/2012,10,13,28,32,37,41,1,,,3,3,1,1,1,2,1,0,0,1,1402900,44,85020,151,9600,2245,640,3755,320,42238,40,29722428
12/074,6/28/2012,3,6,14,19,27,36,24,"6,19",,3,3,2,2,1,1,0,2,5333330,1,1288840,84,40910,167,9600,3617,640,4277,320,59516,40,31679371
12/073,6/26/2012,6,19,26,28,37,49,47,,26,3,3,1,1,2,1,1,1,14392890,1,1891540,72,70050,159,9600,3867,640,5083,320,72237,40,41424639
12/072,6/23/2012,9,14,17,34,40,48,39,17,,2,4,1,2,0,2,1,0,0,1,1436520,37,103530,141,9600,2324,640,3686,320,45955,40,30328336
12/071,6/21/2012,2,5,8,13,17,35,28,13,,4,2,3,2,0,1,0,2,28364760,9,353590,265,32080,644,9600,11371,640,16053,320,173742,40,90481987
12/070,6/19/2012,10,13,26,40,42,48,24,13,,1,5,1,1,1,1,2,0,0,1,1807590,33,148310,98,9600,2214,640,3129,320,43977,40,33991068
12/069,6/16/2012,2,4,6,7,13,29,9,7,,3,3,4,1,1,0,0,4,17147740,15,259770,370,27140,1530,9600,16601,640,31866,320,252266,40,127756978
12/068,6/12/2012,7,14,16,25,30,36,32,,,2,4,1,2,2,1,0,0,0,2,2403150,171,56210,323,9600,8838,640,9659,320,144974,40,81568359
12/067,6/10/2012,8,15,18,37,39,44,6,39,,3,3,1,2,0,2,1,0,0,0,0,85,103530,223,9600,4927,640,7358,320,95489,40,66001273
12/066,6/7/2012,4,17,20,29,39,48,9,,,3,3,1,2,1,1,1,0,0,0,0,73,85280,294,9600,4027,640,9234,320,76917,40,52834536
12/065,6/5/2012,10,21,26,34,35,43,37,43,,3,3,1,0,2,2,1,0,0,2,1236080,81,81890,134,9600,3556,640,4614,320,68202,40,47912779
12/064,6/2/2012,9,14,19,20,43,47,37,"9,47",,4,2,1,3,0,0,2,0,0,0,0,45,113360,115,9600,2320,640,3435,320,47779,40,36033730
12/063,5/31/2012,4,9,24,31,39,47,38,31,31,4,2,2,0,1,2,1,0,0,2,825440,46,96750,114,9600,2870,640,3452,320,53553,40,33828222
12/062,5/29/2012,8,18,20,22,31,37,46,"20,22",,2,4,1,2,1,2,0,1,8000000,1,1695090,62,72900,82,9600,2650,640,2639,320,54351,40,33175665
12/061,5/26/2012,9,10,20,22,38,49,7,,,2,4,2,1,1,1,1,1,8000000,1,856100,103,22270,244,9600,4921,640,5601,320,60563,40,29036301
12/060,5/24/2012,2,5,8,29,40,47,34,8,,3,3,3,0,1,1,1,1,20869430,1,2136320,61,93390,143,9600,3892,640,4202,320,73496,40,44061862
12/059,5/22/2012,1,8,22,26,32,37,41,26,22,2,4,2,0,2,2,0,0,0,1,1845840,75,65630,130,9600,3473,640,3411,320,66607,40,38415154
12/058,5/20/2012,3,17,23,26,41,47,33,,,5,1,1,1,2,0,2,0,0,1,1387290,38,97350,144,9600,2620,640,4063,320,48667,40,30489776
12/057,5/17/2012,1,10,15,21,27,37,40,,,5,1,2,1,2,1,0,2,29868930,1,3089990,149,55300,269,9600,6254,640,6962,320,115887,40,66813866
12/056,5/15/2012,5,14,16,22,23,33,32,16,,3,3,1,2,2,1,0,0,0,6,421240,112,55410,356,9600,5587,640,8437,320,101616,40,56894756
12/055,5/13/2012,16,21,30,34,39,45,4,34,,3,3,0,1,2,2,1,0,0,4,714770,69,111300,180,9600,3388,640,4704,320,65155,40,53611476
12/054,5/10/2012,13,17,23,32,34,46,41,"17,34",,3,3,0,2,1,2,1,0,0,3,895800,52,115960,144,9600,3305,640,4151,320,63774,40,44033536
12/053,5/8/2012,4,9,10,17,33,34,35,"4,17",,3,3,3,1,0,2,0,0,0,2,881180,72,65720,206,9600,4337,640,5030,320,81913,40,41758827
12/052,5/5/2012,4,11,17,29,39,49,8,49,,5,1,1,2,1,1,1,0,0,1,1212680,80,40670,175,9600,3648,640,4595,320,59654,40,31028197
12/051,5/3/2012,2,20,28,46,47,49,3,,,2,4,1,1,1,0,3,1,33911460,1,2479840,102,64830,347,9600,4981,640,9220,320,87087,40,57629143
12/050,5/1/2012,5,17,19,26,32,33,22,"17,19,32",,4,2,1,2,1,2,0,0,0,1,2429840,96,67490,217,9600,4657,640,6453,320,83756,40,52369801
12/049,4/28/2012,11,17,19,20,29,32,38,"11,17",,4,2,0,4,1,1,0,0,0,0,0,85,61040,136,9600,3947,640,4168,320,67779,40,40829811
12/048,4/26/2012,7,10,11,17,22,30,14,17,,3,3,2,2,2,0,0,0,0,2,765450,126,24390,247,9600,5950,640,6150,320,89560,40,37290401
12/047,4/24/2012,1,17,28,29,31,34,45,1,,4,2,1,1,2,2,0,0,0,1,1631090,49,89680,80,9600,2472,640,2734,320,50901,40,31861666
12/046,4/22/2012,1,3,11,21,41,42,2,41,,5,1,2,1,1,0,2,2,35477960,10,201020,499,19200,782,9600,12273,640,13340,320,160506,40,84090395
12/045,4/19/2012,5,12,13,20,37,41,23,,,4,2,1,3,0,1,1,0,0,2,2172280,74,117420,256,9600,5507,640,8567,320,105153,40,68139653
12/044,4/17/2012,6,7,17,19,35,46,4,19,17,4,2,2,2,0,1,1,0,0,4,774920,85,85080,302,9600,5237,640,8486,320,95742,40,60491095
12/043,4/14/2012,3,15,19,20,32,40,25,,,3,3,1,3,0,2,0,0,0,1,2424350,66,98400,159,9600,3754,640,4757,320,70997,40,48234912
12/042,4/12/2012,2,11,16,17,25,28,41,"11,16",,3,3,1,3,2,0,0,0,0,0,0,87,63980,134,9600,4285,640,4205,320,77767,40,44023673
12/041,4/10/2012,4,11,16,26,42,47,6,,,2,4,1,2,1,0,2,0,0,1,1883740,49,102510,153,9600,3065,640,5649,320,58895,40,39608787
12/040,4/7/2012,3,14,22,24,34,49,44,,,2,4,1,1,2,1,1,0,0,2,727700,41,71870,307,9600,2655,640,4598,320,49862,40,29830321
12/039,4/5/2012,13,15,17,18,41,45,14,,,5,1,0,4,0,0,2,1,31456990,0,0,82,75300,386,9600,4162,640,5926,320,74541,40,52037809
12/038,4/3/2012,20,21,28,44,46,47,42,44,,2,4,0,1,2,0,3,1,49104610,3,2147280,121,118300,334,9600,6901,640,9959,320,137428,40,103026035
12/037,3/31/2012,11,19,30,33,37,44,18,,,4,2,0,2,1,2,1,0,0,1,1804510,60,80870,144,9600,3116,640,4274,320,56170,40,37426753
12/036,3/29/2012,10,16,21,28,29,31,8,,29,3,3,1,1,3,1,0,0,0,0,0,41,78040,232,9600,2854,640,6288,320,52808,40,31211076
12/035,3/27/2012,2,7,17,25,30,43,38,43,,4,2,2,1,2,0,1,1,38292990,4,752650,70,114850,221,9600,4630,640,6072,320,92001,40,60663409
12/034,3/24/2012,3,23,32,35,43,49,34,"35,49",,5,1,1,0,1,2,2,0,0,1,2225340,75,79120,208,9600,4200,640,6409,320,74590,40,48198800
12/033,3/22/2012,2,35,38,47,48,49,41,,,3,3,1,0,0,2,3,0,0,2,986420,74,71090,172,9600,5028,640,4788,320,73797,40,44084707
12/032,3/20/2012,11,13,18,29,44,46,37,"13,18",,3,3,0,3,1,0,2,1,33333200,3,980110,81,96800,246,9600,4697,640,6171,320,88937,40,60075662
12/031,3/17/2012,4,6,13,18,23,45,15,4,,3,3,2,2,1,0,1,0,0,0,0,73,73880,184,9600,3970,640,5040,320,74311,40,43909972
12/030,3/15/2012,4,28,31,34,48,49,6,48,,2,4,1,0,1,2,2,0,0,0,0,44,115530,133,9600,3033,640,4238,320,60206,40,38792307
12/029,3/13/2012,7,8,26,43,47,48,12,48,,3,3,2,0,1,0,3,0,0,1,1592190,57,74480,112,9600,2618,640,4072,320,49076,40,32733797
12/028,3/11/2012,10,23,33,39,42,48,34,,,3,3,1,0,1,2,2,2,6523430,1,1704800,83,54770,134,9600,3544,640,3792,320,58389,40,36274165
12/027,3/8/2012,3,5,9,17,35,36,43,"3,36",,5,1,3,1,0,2,0,1,8000000,1,1341450,89,40190,131,9600,4322,640,3589,320,72137,40,33121073
12/026,3/6/2012,3,7,28,31,33,36,32,"3,28",,4,2,2,0,1,3,0,2,5333330,3,443570,88,40550,224,9600,4128,640,5684,320,69676,40,35457403
12/025,3/3/2012,1,3,4,8,21,28,5,,3,3,3,4,0,2,0,0,3,24382980,17,162920,409,19200,1446,9600,16018,640,26301,320,209737,40,96315167
12/024,3/1/2012,25,30,31,34,40,47,13,,,3,3,0,0,2,3,1,0,0,1,3794730,95,107080,328,9600,5434,640,10021,320,105731,40,77515307
12/023,2/28/2012,8,9,24,28,37,49,47,"24,49",28,3,3,2,0,2,1,1,0,0,8,385790,125,61720,324,9600,6531,640,8179,320,125370,40,66889282
12/022,2/25/2012,12,14,24,26,27,49,22,,,2,4,0,2,3,0,1,0,0,4,612980,64,102960,207,9600,3912,640,6018,320,76375,40,50808536
12/021,2/23/2012,1,5,15,22,43,47,37,"1,15",,5,1,2,1,1,0,2,0,0,1,2242480,72,83630,178,9600,3681,640,4731,320,74251,40,46262452
12/020,2/21/2012,1,11,12,15,35,49,17,12,,5,1,1,3,0,1,1,0,0,5,429600,57,90440,192,9600,4260,640,5650,320,79731,40,43934272
12/019,2/18/2012,5,12,16,17,41,46,15,12,,3,3,1,3,0,0,2,0,0,0,0,35,130010,96,9600,2241,640,3806,320,45202,40,32786117
12/018,2/16/2012,4,12,18,25,42,44,8,,,1,5,1,2,1,0,2,1,24984050,0,0,65,96210,218,9600,3793,640,7440,320,73198,40,49764063
12/017,2/14/2012,10,14,21,37,39,49,25,39,14,4,2,1,1,1,2,1,0,0,1,2098620,59,95660,160,9600,3590,640,4204,320,67152,40,43035930
12/016,2/12/2012,7,9,33,34,39,41,48,"33,34,41",,5,1,2,0,0,3,1,1,21315060,3,983340,79,82980,150,9600,3898,640,4806,320,76404,40,49136937
12/015,2/9/2012,3,12,20,33,34,41,43,"34,41",,3,3,1,2,0,2,1,0,0,3,792000,50,105600,165,9600,2993,640,4171,320,60684,40,40309262
12/014,2/7/2012,11,16,30,34,41,45,47,16,,3,3,0,2,1,1,2,0,0,3,700220,31,183660,72,9600,2206,640,2989,320,45479,40,37524293
12/013,2/4/2012,6,12,16,20,27,38,7,"20,38",,1,5,1,3,1,1,0,1,15171610,3,707180,63,74830,214,9600,3641,640,6200,320,67085,40,40750547
12/012,2/2/2012,14,20,21,38,45,46,47,46,,2,4,0,2,1,1,2,0,0,0,0,39,127700,96,9600,2032,640,2650,320,39638,40,33968081
12/011,1/31/2012,22,27,28,29,42,46,49,29,,2,4,0,0,4,0,2,1,86112100,7,1473400,306,83460,783,9600,17117,640,22847,320,320667,40,201428850
12/010,1/26/2012,3,10,11,17,29,34,15,"10,34",,4,2,2,2,1,1,0,0,0,5,1287450,228,67900,560,9600,12550,640,15223,320,226034,40,129184005
12/009,1/22/2012,10,14,18,20,34,47,41,"14,18",,1,5,1,3,0,1,1,0,0,2,1304170,64,109530,125,9600,3827,640,3930,320,68298,40,49532713
12/008,1/19/2012,1,2,14,18,25,39,31,,,3,3,2,2,1,1,0,0,0,1,1901120,53,95650,160,9600,3382,640,4157,320,66974,40,40077668
12/007,1/17/2012,16,23,24,35,36,44,1,"24,36",,2,4,0,1,2,2,1,0,0,3,694450,43,107660,134,9600,2599,640,3684,320,47803,40,34740268
12/006,1/14/2012,10,13,20,24,29,36,14,36,,2,4,1,2,2,1,0,1,23378770,4,531630,53,106990,159,9600,3320,640,4646,320,65235,40,43197007
12/005,1/12/2012,15,27,32,36,44,48,47,32,,2,4,0,1,1,2,2,0,0,1,2085230,39,142580,134,9600,2514,640,3582,320,48693,40,39381002
12/004,1/10/2012,3,20,26,31,32,35,12,"3,31,32,35",,3,3,1,1,1,3,0,0,0,0,0,34,133390,158,9600,2749,640,4179,320,45827,40,35006668
12/003,1/7/2012,3,7,10,31,32,35,30,,7,4,2,3,0,0,3,0,1,26778550,3,623020,98,50850,268,9600,5259,640,7573,320,92715,40,47701437
12/002,1/5/2012,9,11,33,43,46,48,2,,,4,2,1,1,0,1,3,0,0,1,1964960,75,70330,140,9600,4640,640,4729,320,80543,40,43406215
12/001,1/3/2012,5,12,31,34,37,45,10,,,4,2,1,1,0,3,1,0,0,1,1964300,66,79970,152,9600,3412,640,4496,320,69171,40,41183501
11/154,12/31/2011,2,3,27,40,44,49,38,,,3,3,2,0,1,1,2,1,18767030,4,505060,55,98850,258,9600,3128,640,4788,320,64591,40,43332819
11/153,12/29/2011,7,10,21,23,29,39,1,,29,5,1,2,0,3,1,0,0,0,4,392180,78,53970,247,9600,4465,640,7142,320,78670,40,41025568
11/152,12/26/2011,8,30,31,37,38,48,5,,,2,4,1,0,1,3,1,0,0,1,1083590,45,64210,92,9600,2072,640,3323,320,39566,40,23683821
11/151,12/24/2011,1,4,17,24,27,43,41,,24,4,2,2,1,2,0,1,1,15727140,2,865120,111,41750,126,9600,3906,640,3758,320,68658,40,37647017
11/150,12/22/2011,5,16,18,28,37,49,24,"37,49",,3,3,1,2,1,1,1,0,0,1,1598030,34,127200,128,9600,2621,640,3265,320,49474,40,32661416
11/149,12/20/2011,26,29,31,37,43,49,2,,,5,1,0,0,2,2,2,1,54829860,0,0,154,85870,268,9600,6938,640,8914,320,130891,40,95020661
11/148,12/18/2011,1,2,23,35,38,46,5,,,3,3,2,0,1,2,1,1,35865290,0,0,77,92230,208,9600,4221,640,6823,320,79880,40,54784706
11/147,12/15/2011,9,21,29,34,43,47,32,,,5,1,1,0,2,1,2,0,0,2,1220960,66,98660,142,9600,3797,640,4362,320,68956,40,47837502
11/146,12/13/2011,3,25,32,36,38,40,31,"3,25",,2,4,1,0,1,4,0,0,0,2,1540130,56,110000,158,9600,3183,640,4460,320,61366,40,45111327
11/145,12/10/2011,3,14,21,25,27,42,34,,,4,2,1,1,3,0,1,0,0,3,638960,47,90630,156,9600,3028,640,3736,320,56366,40,34430922
11/144,12/8/2011,5,20,22,28,36,48,1,5,,1,5,1,1,2,1,1,1,17653350,3,812930,90,60550,192,9600,3690,640,5633,320,70700,40,43934065
11/143,12/6/2011,1,2,5,6,11,43,25,2,6,4,2,4,1,0,0,1,0,0,3,474180,153,20720,362,9600,8502,640,7930,320,99715,40,40206868
11/142,12/3/2011,2,3,9,18,23,37,31,3,3,4,2,3,1,1,1,0,0,0,2,627440,96,26220,160,9600,4713,640,3846,320,71951,40,28798685
11/141,12/1/2011,1,3,8,22,28,33,5,3,1,3,3,3,0,2,1,0,3,15576820,17,104220,432,19200,934,9600,13586,640,17469,320,179633,40,77194239
11/140,11/29/2011,3,6,13,37,40,42,29,42,,3,3,2,1,0,2,1,0,0,2,1670720,101,88660,238,9600,5179,640,7465,320,102751,40,67745359
11/139,11/26/2011,4,22,33,39,42,47,14,,,3,3,1,0,1,2,2,0,0,3,762140,80,76690,214,9600,4614,640,5470,320,79767,40,49434499
11/138,11/24/2011,3,5,19,35,38,41,32,,,5,1,2,1,0,2,1,0,0,3,762020,51,120710,165,9600,3696,640,4897,320,69804,40,46401264
11/137,11/22/2011,7,21,24,31,43,47,5,47,,5,1,1,0,2,1,2,0,0,0,0,49,115970,137,9600,3242,640,4366,320,59142,40,41861269
11/136,11/19/2011,10,12,13,14,22,47,21,,,2,4,1,3,1,0,1,0,0,0,0,45,82500,128,9600,2694,640,4112,320,51701,40,30613702
